Arch Enemy: Tyrants of the Rising Sun,9.6,瑞典,剧情,https://movie.douban.com/subject/4170515/,https://img3.doubanio.com/lpic/s4078391.jpg
爱玛和丹尼尔的夏天,9.2,瑞典,剧情,https://movie.douban.com/subject/2258917/,https://img1.doubanio.com/lpic/s2704847.jpg
狩猎,9.0,瑞典,剧情,https://movie.douban.com/subject/6985810/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg
后院,9.0,瑞典,剧情,https://movie.douban.com/subject/6539394/,https://img3.doubanio.com/lpic/s6938232.jpg
